username,video_id,description,predicted_label,predicted_confidence,check_this,method,reviewed_at
aliphildan,7677802473821588757,Nah ada lagi nih gebrakannya wardah! Cleanser Lightplus B5 Sensitif nya bantu tenangin kulit sensiti,health,0.85,False,ollama_enhanced,
aliphildan,7667491760213544212,Tau gak kenapa dar*h bisa naik ke selang infus? 🩸💉Salah satu penyebabnya adalah posisi kantong infus,health,1.0,False,manual_labeled,
aliphildan,7662337718470397192,Jalan-jalan naik kudaMending simak pideo guee daa! #fakesituation⚠️,health,1.0,False,manual_labeled,
aliphildan,7648588842672475410,"Pernah lagi nyaman2 mau tidur, eh tiba2 kerasa kayak kepleset atau jatuh dari ketinggian, terus bada",health,1.0,False,manual_labeled,
aliphildan,7631539994821233940,yang mau tanya seputar imunisasi boleh komen yaa insyaAllah doklip jawab🫶🏻🤗✨,health,1.0,False,manual_labeled,
aliphildan,7622156977099066642,"Innalillahi wa innailaihi rojiun, stop konspirasi2 ngawur‼️ plis banget jangan terpengaruh sama omon",health,1.0,False,manual_labeled,
aliphildan,7620650947034893586,with Terus kenapa ada yang jadi lesung pipi pas dikasih cabe?Karena kebetulan! bukan karena cabenya!,health,1.0,False,manual_labeled,
aliphildan,7614183138838744327,Jangan ragu periksa ke faskes terdekat yaa kalau udh curiga🥺,health,1.0,False,manual_labeled,
aliphildan,7599543540674284808,"dikasih penjelasan panjang bingung, dikasih intinya aja malah nyerang 🤡 ✨ mohon izin defib dok🙏🏻",health,1.0,False,manual_labeled,
aliphildan,7592229653633338632,"yaahh kurang lebih tanggapan doklip sama kyk mereka berdua, tonton aja video merekaaa @Ayman Alatas ",health,1.0,False,manual_labeled,
aymanalts,7680219303685180679,#stitch with 7679821666767392020,health,1.0,False,manual_labeled,
aymanalts,7678582860739005704,Replying to @𝓬𝓾𝓾𝓹𝓳𝓪𝔃,health,1.0,False,manual_labeled,
aymanalts,7677452074447162632,,health,1.0,False,manual_labeled,
aymanalts,7676686133547257096,#stitch with 7676442404878109972,health,1.0,False,manual_labeled,
aymanalts,7676327768585506066,,health,1.0,False,manual_labeled,
aymanalts,7674597443714977042,UVC ya namanya #CapCut,health,1.0,False,manual_labeled,
aymanalts,7674216574852566290,Skincare ga bikin putih,health,1.0,False,manual_labeled,
aymanalts,7672575352924835090,,health,1.0,False,manual_labeled,
aymanalts,7672233926290689287,Shan sampai nyerah,health,1.0,False,manual_labeled,
aymanalts,7669803055637859602,,health,1.0,False,manual_labeled,
aymanalts,7669745734186536199,#stitch with 7668618564869606674,health,1.0,False,manual_labeled,
aymanalts,7669717125837163783,,health,1.0,False,manual_labeled,
aymanalts,7667063576158375175,"Di mulut itu juga ada microbiome yah guys, konsepnya sama kaya skin microbiome yang sama2 butuh pera",health,1.0,False,manual_labeled,
aymanalts,7666836345477729544,,health,1.0,False,manual_labeled,
aymanalts,7666717386950675730,Tips milih sunscreen #skincare #tipsandtricks,health,1.0,False,manual_labeled,
aymanalts,7666683165167078664,Tips milih sunscreen #skincare #tipsandtricks,health,1.0,False,manual_labeled,
aymanalts,7664863145621490962,,health,1.0,False,manual_labeled,
aymanalts,7661552275625757959,#stitch with 7659795297815645453,health,1.0,False,manual_labeled,
aymanalts,7660896303785889042,"Dalam memilih skincare, harus diperhatiin ya formulanya, jadi kita bisa tau hasilnya nanti beneran k",health,1.0,False,manual_labeled,
aymanalts,7660056043833019655,#stitch with 7659703239478136082,health,1.0,False,manual_labeled,
aymanalts,7659053726908288263,#stitch with 7657395416731831570,health,1.0,False,manual_labeled,
aymanalts,7654897954385382664,#stitch,health,1.0,False,manual_labeled,
aymanalts,7653025090493287687,"Jangan abaikan masalah gusi ya guys, karena berkembangnya secara progresif. kalau diabaikan sampai t",health,1.0,False,manual_labeled,
aymanalts,7651257727385128200,Jangan lakukan diskriminasi,health,1.0,False,manual_labeled,
aymanalts,7647736225763314952,#stitch with 7646348757482736914,health,1.0,False,manual_labeled,
aymanalts,7647357385807252743,#stitch with 7646582562466385172,health,1.0,False,manual_labeled,
aymanalts,7645328115928927506,#stitch with 7642894501979098386,health,1.0,False,manual_labeled,
aymanalts,7639973307445464338,#stitch with 7625232405900578066,health,1.0,False,manual_labeled,
aymanalts,7637056260113845522,#stitch with 7636455806224944391,health,1.0,False,manual_labeled,
aymanalts,7633683112114834696,Shift Jaga kali ini membahas apakah lari bikin cepat tua?,health,1.0,False,manual_labeled,
aymanalts,7629015007891590407,Jangan sampe kalian makin memperparah kulitnya anak kalian sendiri karena salah rawatnya!#bodylotion,health,1.0,False,manual_labeled,
aymanalts,7628900859975355655,Jangan sampe kalian makin memperparah kulitnya anak kalian sendiri karena salah rawatnya!#bodylotion,health,1.0,False,manual_labeled,
aymanalts,7627020088838737160,#stitch with 7610024972345707796,health,1.0,False,manual_labeled,
aymanalts,7625948104398802183,#stitch with 7625421992526662919,health,1.0,False,manual_labeled,
dionharyadi,7680134017307512085,Obesitas bukan sekadar masalah porsi makan. Kadang masalahnya adalah rasa kenyang yang tidak pernah ,health,1.0,False,manual_labeled,
dionharyadi,7673488948282297620,Usus buntu siapanya pikiran buntu?,health,1.0,False,manual_labeled,
dionharyadi,7666460814026624277,Mie ayam 🙏,health,1.0,False,manual_labeled,
dionharyadi,7636665111297494293,Saya coba jelasin sedikit kenapa perutnya bisa membesar ya.Salah satunya penyebabnya karena kista in,health,1.0,False,manual_labeled,
dionharyadi,7629686929738583317,Siapa yang suka ketindihan?,health,1.0,False,manual_labeled,
dionharyadi,7627790759470599444,"Saya izin remix ya @fitwithcipa Kok bisa diabetes bikin koma? Nah ini saya coba jelasin, semoga cuku",health,1.0,False,manual_labeled,
dionharyadi,7615906662590795028,"1 lele, 2 tempe, 2 tahu, 3 hari?Dari kemaren heboh lele mentah untuk MBG. Saya ngerti maksudnya untu",health,1.0,False,manual_labeled,
dionharyadi,7614110541904334100,"Minum manis boleh aja, asalkan..Tahu kebutuhanmu dan tahu kegunaan minumannya. Sekarang lagi demen @",health,1.0,False,manual_labeled,
dionharyadi,7611097324890131733,Siapa yang tetap minum kopi selama bulan puasa?Kalo kamu minumnya di jam berapa aja?#SemangatFarming,health,1.0,False,manual_labeled,
dionharyadi,7609837772869750037,"Pola hidupmu yang buruk, kopi susu yang disalahkan 🥲",health,1.0,False,manual_labeled,
dionharyadi,7602759618917322004,"Sama juga dengan asap polusi sebenarnya, solusinya apa?Untuk sementara: menghindari sebisa mungkin d",health,1.0,False,manual_labeled,
dionharyadi,7615561248171625748,Ayo Mas2/Bapak2 cuci mukanya gimana? Udah rutin belum? Jangan males ya.#Kahffacewash #Kahf #BenerBar,health,1.0,False,manual_labeled,
dionharyadi,7592504664873291028,Saya izin stitch ya @folkpku Turut berduka cita untuk almarhumah. Terima kasih juga untuk videonya y,health,1.0,False,manual_labeled,
dokter.harmonospanak,7677014114903821588,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7674150958275890453,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7673328070152949012,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7668526743669509396,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7660344524278992149,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7649418156854889748,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7645692845566872852,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7644923267869854996,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7641637911921806612,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7640665197446696213,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,health,1.0,False,manual_labeled,
dokter.harmonospanak,7623025324334386453,Salah satu latihan otot tungkaiAnda tua tapi lincah,health,1.0,False,manual_labeled,
dokter.harmonospanak,7619318198957329684,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7618722700579589396,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7618510444709367060,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7617997577346206997,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7617605072423292181,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7616211717369908500,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7614334197758561556,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7613270073251319060,,health,1.0,False,manual_labeled,
dokter.harmonospanak,7610703641179098389,,health,1.0,False,manual_labeled,
dokter.reni.anak,7649743059323735317,Bayi nangis berjam-jam dan sulit ditenangkan bisa jadi tanda KOLIK BAYI.Salah satu penyebab kolik ad,health,1.0,False,manual_labeled,
dokter.reni.anak,7605560395117448469,"🦟DBD itu nyata, tiap tahun kasusnya tidak pernah “0” alias selalu ada.❗️Tapi tidak semua orang mampu",health,1.0,False,manual_labeled,
dokter.reni.anak,7595417388322049287,"✨Anak anak terutama balita rentan terkena HFMD (Hand and Foot Mouth Disease), bahkan bisa kena lebih",health,1.0,False,manual_labeled,
dokter_ika,7624779137760202002,Replying to @🫀babypro⁰⁵🫀 Pelaku-pelaku ini melakukan berbagai cara termasuk memanipulasi kemasan ber,health,1.0,False,manual_labeled,
dokter_ika,7678333070948257042,Aturan penggunaan HB?? Kok diatur-atur? emang ada bahan apa? #belajarbersamadrika #Edukasidrika #Sto,health,1.0,False,manual_labeled,
dokter_ika,7677525089323076872,Replying to @Devi Lestari #belajarbersamadrika #Edukasidrika #sunscreentips,health,1.0,False,manual_labeled,
dokter_ika,7677164207523122450,"Ini masih marak, hati-hati guys #belajarbersamadrika #Edukasidrika #jagakulitmu #StopHBberbahaya #st",health,1.0,False,manual_labeled,
dokter_ika,7676694859733830919,"Basic Skincare juga punya syaratnya, tidak asal sabun, tidak asal moist dan tidak asal sunscreen.. #",health,1.0,False,manual_labeled,
dokter_ika,7676270529707248904,"Masih ada modus begini? Atau ada juga yang ada pilihin krim malamnya, krim malam BPOM dan krim malam",health,1.0,False,manual_labeled,
dokter_ika,7675958774246558983,Lebih pakai logika aja ya kalau ada iklan seperti ini #belajarbersamadrika #Edukasidrika #jagakulitm,health,1.0,False,manual_labeled,
dokteramiraobgyn,7676869342478535954,Untuk para bunda vaksin hpv amannnnnnn bangettttt #anakbunda#vaksinhpv#gratis#fyppppp,health,1.0,False,manual_labeled,
dokteramiraobgyn,7675619200429346055,kisah seorang ibu yang kuat dg kanker payudara dan kanker ovarium,health,1.0,False,manual_labeled,
dokteramiraobgyn,7671982810739002642,jangan smpai ibu anda begini sudah menopuse gemuk hipertensi diabetes #janganjangan#kankerendometriu,health,1.0,False,manual_labeled,
dokteramiraobgyn,7671293282466401543,remaja yang sudah hubungan intim layaknya suami istri harus hati2 yaa #GentlyFeminineWash #pHBalance,health,1.0,False,manual_labeled,
dokteramiraobgyn,7670567765916306696,bener kan mbak berat badanmu yang semakin naik pesat mnganggu hidupmu #turunkanberatbadan#demimasade,health,1.0,False,manual_labeled,
dokteramiraobgyn,7667191641320525074,sulitnya operasi pasien obesitas #perempuanobesitas#kankerrahim#fypppp,health,1.0,False,manual_labeled,
dokteramiraobgyn,7662400267199139079,mau hamil tapi jarangan hubungan suami istri #pengenhamil#kokgitu#rutincoitus#fyp,health,1.0,False,manual_labeled,
dokteramiraobgyn,7661617036409277704,umur masi muda banget sudah hamil tinggal bareng sama pacarnya #janganditiruyaadekadek#fyp,health,1.0,False,manual_labeled,
dokteramiraobgyn,7653788617902443794,gmana kondisi cervix anda wahai perempuan #waspada#kankercervix#fyp#fyp#fyppp,health,1.0,False,manual_labeled,
dokteramiraobgyn,7653727686728125704,solusi untuk para wanita #janganmaujadiyangkedua#ketiga#fyp,health,1.0,False,manual_labeled,
dokter_ika,7673739997056404754,Replying to @anumm Pesan saya jaga skin barrier kulit kamu bukan hanya wajah tapi juga kulit seluruh,health,1.0,False,manual_labeled,
dokter_ika,7673437008861089032,Kalau sebuah produk dipromosikan dengan before after yang menunjukkan perubahan warna kulit beberapa,health,1.0,False,manual_labeled,
dokter_ika,7670812370326883602,Beberapa motif yang paling sering ditemukan adalah:1. Memberikan hasil yang sangat cepat - Konsumen ,health,1.0,False,manual_labeled,
dokter_ika,7670474460583038215,"Replying to @el🦭 Kalau udah ketagihan mau dilepas malah galau, padahal kalau ga dilepas buat perkara",health,1.0,False,manual_labeled,
dokter_ika,7668309512197098760,#belajarbersamadrika #Edukasidrika #publicwarningBPOM #stoppenyalahgunaanobatkeras #StopMerkuri,health,1.0,False,manual_labeled,
dokter_ika,7668118055746014472,Replying to @mbak choy Perbedaan utama terletak pada cara dan waktu pelepasan sel kulit tersebut.Man,health,1.0,False,manual_labeled,
dokter_ika,7667788864706202887,Ganti kemasan untuk menutupi kesalahan dulu??? Terus yang dulu bagaimana korbannya? dulu isinya Merk,health,1.0,False,manual_labeled,
